length,syl,end,closed,rhymes,a,e,i,o,u,y
70,3,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
70,2,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0
73,2,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0
74,2,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
74,2,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0
76,2,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
77,2,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
77,2,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
77,2,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0
78,3,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
80,2,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0
81,3,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
81,2,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0
82,3,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
84,2,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0
84,2,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0
85,2,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
87,2,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
87,2,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0
93,2,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0
93,2,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0
95,2,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0
95,3,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
104,2,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
106,3,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
112,2,1,1,0,0.0,0.0,0.0,0.0,0.0,1.0
115,2,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0
117,3,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0
118,2,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
118,2,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
119,2,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0
121,2,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0
125,2,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
128,2,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0
129,3,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
136,3,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0
139,3,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0
144,2,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0
144,2,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0
145,3,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0
148,2,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
152,3,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0
153,2,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0
162,2,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
168,2,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0
170,2,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0
170,3,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0
174,2,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
180,3,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0
181,3,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0
184,2,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0
191,2,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0
192,3,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0
197,2,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
199,2,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0
201,3,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
207,2,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
231,3,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
238,2,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0
259,2,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0
